blueKills,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueTotalGold,blueKills_set,blueTotalGold_min/kills
5,164,47,14819,,
4,212,32,15025,,
11,235,36,18302,,
11,205,46,18197,,
8,233,68,18363,,
8,254,32,17543,,
8,204,46,16973,,
7,226,50,16586,,
11,191,44,18106,,
9,141,29,16300,,
8,183,45,16397,,
6,241,52,16948,,
4,213,48,14992,,
5,220,49,16560,,
5,219,46,15759,,
6,154,45,14711,,
6,244,49,16940,,
4,203,52,15218,,
4,228,48,15466,,
4,227,49,15278,,
16,200,36,19651,,
9,244,58,18233,,
7,206,64,17470,,
7,225,58,16768,,
3,201,50,14509,,
7,216,47,16178,,
2,223,56,14333,,
9,194,70,17732,,
4,207,36,14695,,
7,223,52,17800,,
4,255,64,16048,,
1,246,42,14163,,
4,238,44,15695,,
3,218,48,14844,,
9,175,36,15974,,
3,240,50,14995,,
4,218,35,14799,,
10,167,39,17056,,
7,192,47,16243,,
11,157,41,17892,,
6,243,45,16508,,
4,242,56,16568,,
5,231,59,16503,,
9,185,50,17459,,
7,222,68,17024,,
5,252,48,16660,,
2,207,48,14244,,
1,226,48,14041,,
4,232,85,16752,,
8,203,64,17563,,
6,231,65,17262,,
9,186,48,17438,,
3,180,56,14275,,
7,220,39,16753,,
8,224,52,17163,,
5,214,43,15750,,
7,211,27,15954,,
9,240,59,18293,,
13,212,30,19336,,
2,205,48,14014,,
6,211,50,16207,,
4,255,59,16654,,
4,233,72,16711,,
7,200,62,16578,,
4,227,60,16220,,
6,199,32,15096,,
10,192,46,18426,,
11,212,49,18758,,
4,204,64,15928,,
6,215,60,16233,,
8,175,44,16493,,
6,210,36,15633,,
7,237,56,17750,,
5,213,46,16251,,
7,244,51,17627,,
5,253,66,17315,,
4,237,44,15663,,
2,233,60,14865,,
5,235,61,16230,,
5,247,74,16065,,
7,223,68,17049,,
4,212,56,15412,,
10,200,47,17949,,
6,220,48,16938,,
4,193,47,14627,,
6,222,44,16485,,
4,217,47,15246,,
10,201,48,17583,,
10,254,44,18655,,
7,219,48,16875,,
6,247,50,17872,,
7,197,42,16574,,
9,222,51,17651,,
4,183,60,15035,,
5,236,57,16399,,
8,221,48,18236,,
5,219,40,15782,,
7,226,56,16938,,
5,156,49,14740,,
5,169,58,15299,,
8,206,46,17615,,
13,225,64,20955,,
6,245,56,16636,,
0,221,52,13805,,
11,204,34,18453,,
5,171,41,14642,,
3,207,47,14503,,
3,234,60,15335,,
6,176,52,15629,,
5,195,44,15782,,
12,234,44,18685,,
2,214,72,14901,,
1,230,45,14012,,
4,193,48,15913,,
5,200,60,14969,,
3,230,53,14863,,
5,214,52,15985,,
9,214,44,17407,,
5,237,45,15829,,
5,183,60,14953,,
13,235,52,20389,,
6,233,48,16789,,
13,238,58,20403,,
2,219,50,15318,,
2,225,68,15180,,
8,218,67,18200,,
5,186,50,15646,,
5,192,41,15747,,
3,197,52,14668,,
8,257,71,19318,,
10,237,47,18302,,
5,200,52,15167,,
3,205,66,15330,,
2,218,67,14579,,
5,195,40,15828,,
10,216,50,18001,,
5,246,40,17305,,
11,243,55,18706,,
7,223,43,16939,,
5,224,52,17645,,
6,176,52,15985,,
12,190,55,18325,,
6,238,60,18050,,
11,221,55,18585,,
2,203,47,14367,,
7,215,45,16743,,
13,185,36,18388,,
4,242,48,15710,,
6,241,44,17275,,
7,206,59,16623,,
6,262,51,17402,,
7,248,63,17555,,
2,264,43,14952,,
6,187,36,15487,,
7,222,72,18351,,
1,173,60,13797,,
6,238,47,16241,,
6,257,47,17065,,
8,244,64,18609,,
8,171,59,16259,,
8,267,52,17858,,
12,225,51,19055,,
8,185,60,17217,,
6,238,38,16091,,
8,244,56,17174,,
3,220,55,14961,,
7,187,37,16076,,
5,203,43,15905,,
6,179,32,15075,,
7,207,48,16711,,
7,209,47,17371,,
3,231,64,15537,,
2,183,40,13751,,
8,232,42,18888,,
3,192,27,13962,,
5,214,62,16697,,
4,245,41,15815,,
6,260,52,17047,,
5,214,39,15118,,
6,196,52,16035,,
8,179,44,16225,,
3,211,59,15033,,
8,185,41,17064,,
13,186,48,18043,,
5,239,43,15710,,
6,226,68,17476,,
1,236,60,14745,,
6,221,45,16052,,
10,242,43,18888,,
3,241,52,15423,,
7,192,44,15927,,
5,223,44,15967,,
13,224,67,19929,,
5,222,53,16110,,
9,214,41,17631,,
4,251,67,16337,,
6,240,67,16693,,
5,231,70,18334,,
4,171,60,14641,,
2,214,50,14524,,
6,219,44,16111,,
3,207,72,15284,,
2,180,72,14107,,
7,223,48,17152,,
7,197,42,16025,,
2,234,50,15130,,
7,181,52,16230,,
7,205,47,16113,,
10,195,28,17394,,
2,203,55,13803,,
3,171,40,13893,,
5,239,41,16312,,
11,207,38,18205,,
5,242,44,16484,,
6,233,44,16661,,
5,202,51,15381,,
13,179,48,19234,,
11,234,39,19350,,
5,224,53,17389,,
8,195,40,16138,,
3,199,59,15271,,
10,159,47,17584,,
8,211,50,17297,,
9,201,36,17693,,
4,232,33,14703,,
6,233,55,17394,,
9,182,56,16563,,
4,225,44,15270,,
3,195,56,14906,,
14,226,40,19085,,
2,253,47,15290,,
4,212,50,15557,,
8,244,54,17318,,
7,219,40,16359,,
3,218,48,14722,,
3,202,50,15035,,
2,228,44,14663,,
4,222,47,15504,,
4,247,71,16463,,
7,241,43,17009,,
6,218,47,16866,,
6,242,51,16982,,
3,211,47,15051,,
10,236,52,18719,,
7,180,45,15541,,
14,220,34,20114,,
10,248,56,20173,,
9,174,40,17058,,
11,200,41,19900,,
5,179,52,15536,,
5,208,36,15946,,
17,209,60,22449,,
6,177,43,15087,,
3,198,53,14632,,
8,215,52,16883,,
7,208,20,15463,,
5,175,83,16158,,
4,225,45,15295,,
8,232,56,17540,,
6,239,75,17066,,
5,245,38,16110,,
9,205,46,17707,,
6,173,64,16461,,
5,242,54,16429,,
3,226,60,15495,,
4,235,51,15875,,
7,223,35,16521,,
7,195,55,16781,,
10,175,41,17748,,
5,221,40,16145,,
3,200,47,15049,,
8,194,48,16712,,
8,219,60,17662,,
3,223,60,15197,,
6,248,67,17604,,
10,202,48,17431,,
2,200,49,14346,,
8,229,48,17623,,
8,218,52,18683,,
4,226,47,15561,,
10,218,48,18172,,
6,190,61,16753,,
6,203,48,15800,,
1,210,46,13525,,
5,242,60,16418,,
3,222,47,14867,,
1,237,36,14288,,
6,216,47,16106,,
7,193,42,16068,,
6,208,54,16559,,
5,256,32,16388,,
4,208,42,15077,,
2,237,40,15106,,
4,228,52,16569,,
9,227,32,16863,,
7,166,52,16171,,
7,216,53,17149,,
5,224,44,16071,,
8,232,48,18498,,
3,225,30,14936,,
12,210,40,18901,,
6,191,52,16372,,
10,222,44,17959,,
2,194,44,13550,,
4,233,52,15767,,
10,235,32,17156,,
2,202,52,13802,,
5,199,35,15184,,
3,248,50,15923,,
4,228,40,15222,,
2,240,51,14856,,
6,187,56,15336,,
10,224,49,18488,,
5,205,50,15681,,
3,250,56,17159,,
3,218,60,15221,,
8,188,48,16746,,
6,229,52,18235,,
5,244,48,16514,,
8,191,41,17346,,
3,208,44,14838,,
3,208,40,14471,,
5,225,52,16214,,
8,217,52,17839,,
6,225,80,17674,,
11,206,52,19008,,
4,231,72,15800,,
6,203,49,16225,,
8,230,48,18237,,
6,225,56,16512,,
9,257,47,17478,,
3,222,75,15804,,
7,224,46,16158,,
5,225,49,15799,,
9,235,50,18876,,
2,252,48,15193,,
8,257,56,19528,,
7,244,36,17597,,
5,230,46,16495,,
5,238,56,16042,,
3,220,63,15636,,
11,237,56,19063,,
11,239,40,18963,,
9,183,43,18391,,
3,245,55,15492,,
5,230,51,16142,,
6,229,52,16926,,
4,231,35,15517,,
7,228,41,16929,,
3,237,48,15094,,
5,146,52,14604,,
1,269,56,15268,,
6,210,39,16317,,
3,212,79,15426,,
0,229,48,14052,,
6,200,40,15369,,
9,191,48,16961,,
8,256,48,18177,,
9,223,48,17329,,
13,232,40,19161,,
3,200,48,14649,,
2,238,72,15367,,
4,247,48,16229,,
6,239,58,17258,,
13,230,58,22177,,
9,251,46,18004,,
15,221,42,20567,,
7,212,53,16650,,
2,231,44,14710,,
3,237,47,15442,,
10,241,59,18923,,
3,206,50,14783,,
12,211,35,18074,,
9,224,48,17684,,
5,184,57,15476,,
8,252,72,17622,,
6,208,45,16385,,
3,198,47,14425,,
6,212,59,16059,,
9,246,50,18633,,
3,251,42,15731,,
7,227,41,17371,,
5,199,36,15631,,
8,210,60,16935,,
7,214,48,16639,,
7,219,61,16738,,
3,251,52,15419,,
4,209,44,14752,,
6,204,47,16508,,
6,223,56,16544,,
4,238,61,15597,,
8,242,56,18022,,
5,208,59,15714,,
7,197,40,16219,,
9,219,39,16956,,
11,252,51,19280,,
10,247,60,19540,,
5,228,54,16038,,
5,227,76,16594,,
4,214,64,16040,,
7,211,44,16282,,
4,202,44,15527,,
7,221,48,15933,,
6,208,60,17070,,
3,224,68,15084,,
8,192,52,16600,,
6,186,63,15982,,
5,221,52,16355,,
6,215,50,17040,,
6,243,44,16737,,
7,222,72,17090,,
5,168,36,14689,,
7,196,48,16135,,
6,202,47,16500,,
6,237,72,17318,,
9,232,58,18202,,
5,260,60,17208,,
5,251,64,16496,,
10,222,62,17915,,
10,210,49,18917,,
8,176,39,16484,,
13,213,51,19402,,
4,249,64,15869,,
6,256,63,17338,,
12,231,43,18849,,
6,183,50,15250,,
4,207,40,15210,,
8,181,68,16692,,
4,255,50,16621,,
3,226,61,15698,,
2,199,53,14593,,
7,221,21,16712,,
6,191,59,16837,,
5,200,56,15514,,
8,235,64,17236,,
7,182,49,16204,,
9,219,49,18422,,
5,207,36,15356,,
2,205,65,14848,,
4,237,51,15688,,
4,203,59,14926,,
7,207,34,16190,,
6,226,59,16318,,
6,196,28,15376,,
1,233,49,14666,,
6,235,60,16301,,
4,213,37,15124,,
10,212,71,19031,,
11,239,36,18581,,
7,230,56,17144,,
9,204,52,18368,,
6,243,45,16844,,
8,204,43,16707,,
10,177,56,17868,,
13,264,64,20043,,
3,194,66,14852,,
7,183,37,16302,,
17,237,56,23359,,
8,242,42,18352,,
3,240,53,16873,,
7,236,61,16949,,
5,230,64,16344,,
5,211,49,15268,,
8,186,40,16463,,
7,221,36,17049,,
4,242,52,15811,,
1,205,52,14109,,
2,152,36,12292,,
10,211,49,18487,,
8,198,71,16860,,
7,222,64,17798,,
6,230,35,15789,,
13,207,32,19609,,
5,174,48,14853,,
3,221,57,15369,,
6,219,46,17053,,
11,161,42,17307,,
3,195,64,14881,,
9,250,60,17928,,
3,221,51,14876,,
3,212,64,15356,,
7,168,57,16122,,
4,211,54,15426,,
7,216,52,16448,,
2,220,52,14182,,
4,200,59,15891,,
5,219,29,15858,,
4,180,44,14949,,
2,210,48,14377,,
5,223,51,15946,,
2,234,53,15584,,
4,244,58,15800,,
6,231,49,16210,,
13,229,48,20587,,
3,233,52,15735,,
8,242,39,17378,,
10,222,36,17993,,
5,236,32,16072,,
3,251,56,15557,,
3,209,44,14467,,
8,197,48,16096,,
7,171,55,16351,,
6,227,44,16538,,
5,259,48,16337,,
10,209,37,17519,,
2,214,47,14305,,
12,174,54,18279,,
8,246,44,17808,,
6,250,48,17360,,
11,220,65,18849,,
4,244,40,15641,,
2,185,43,13408,,
13,229,56,19366,,
7,204,44,16646,,
3,207,56,15009,,
5,210,68,15921,,
8,210,53,18012,,
5,203,45,15224,,
6,165,46,15484,,
3,249,56,15550,,
6,225,48,15895,,
8,207,64,16776,,
1,197,52,13444,,
11,162,71,17971,,
1,172,43,12959,,
9,217,38,17225,,
9,212,67,17848,,
2,215,63,15448,,
5,208,51,15425,,
5,211,59,15717,,
5,195,48,14589,,
4,215,60,15463,,
7,174,50,16019,,
8,219,45,17634,,
8,157,40,16017,,
6,236,67,17259,,
5,250,56,16226,,
10,202,58,17816,,
4,210,64,15532,,
7,217,55,16946,,
5,222,48,16019,,
8,232,48,17938,,
9,186,51,17512,,
8,208,41,16712,,
5,202,41,15913,,
6,211,59,17108,,
16,223,52,23349,,
5,229,56,15548,,
5,247,44,15950,,
5,225,58,16014,,
9,178,46,17419,,
11,207,39,19979,,
3,188,40,14122,,
10,173,38,17447,,
7,196,39,16122,,
12,179,55,18336,,
0,151,44,12002,,
3,209,39,14378,,
8,222,60,17691,,
15,195,39,19402,,
3,249,54,16468,,
2,207,51,14486,,
9,225,50,17652,,
7,165,38,15494,,
6,200,54,16270,,
5,232,47,15899,,
3,201,53,14277,,
5,202,72,17350,,
8,209,51,18315,,
9,259,74,19570,,
6,198,52,16529,,
11,205,47,18324,,
8,234,65,17263,,
4,211,45,15282,,
5,232,64,15960,,
5,198,39,15103,,
7,228,44,16060,,
7,162,44,15463,,
6,210,44,17225,,
3,225,38,14861,,
4,229,59,15966,,
4,205,55,15172,,
4,260,44,15953,,
9,239,56,17959,,
7,200,62,17176,,
8,234,56,17328,,
2,236,52,15144,,
6,217,61,16533,,
11,196,47,18475,,
3,224,56,15252,,
4,179,62,14621,,
6,221,29,15953,,
5,223,50,16627,,
8,248,48,17240,,
5,221,58,15796,,
8,232,52,18330,,
6,202,39,15684,,
7,233,59,17120,,
4,233,46,15261,,
11,189,47,18053,,
3,224,56,15417,,
8,193,56,16523,,
8,210,44,16809,,
5,199,56,15627,,
0,223,58,13793,,
3,214,40,14481,,
8,196,48,16357,,
10,222,51,18582,,
1,235,37,13943,,
10,241,54,18410,,
6,240,50,16689,,
6,200,60,16060,,
3,185,32,14035,,
9,218,48,17757,,
2,204,43,14267,,
6,223,40,15951,,
8,216,44,16688,,
3,187,58,14303,,
9,205,48,17396,,
9,245,52,18159,,
7,202,52,16269,,
4,198,52,15316,,
5,237,45,16498,,
16,245,44,20603,,
10,220,45,19606,,
7,234,42,16940,,
6,238,56,16814,,
9,199,40,18146,,
3,216,44,15242,,
10,204,58,17454,,
5,227,52,16053,,
2,222,67,14975,,
4,241,65,16095,,
8,223,52,17123,,
6,231,55,16986,,
3,204,52,14731,,
8,227,68,17316,,
1,256,48,14889,,
5,253,44,16416,,
7,215,52,16943,,
13,192,52,19940,,
8,184,47,16204,,
7,220,50,17062,,
6,212,48,15691,,
1,200,46,13511,,
12,231,44,18927,,
7,196,48,16164,,
4,221,48,15572,,
5,229,53,17469,,
3,206,60,14686,,
8,193,40,16325,,
9,202,48,17233,,
3,241,64,16004,,
6,218,48,16651,,
2,229,48,14959,,
5,200,60,15917,,
6,198,36,15754,,
8,201,51,16891,,
3,197,61,14878,,
7,225,60,17150,,
5,236,55,15941,,
7,239,40,17802,,
5,181,68,15548,,
5,219,44,15556,,
6,209,50,16098,,
6,213,56,16107,,
7,201,60,16315,,
6,199,47,16587,,
8,201,32,16112,,
10,196,54,18212,,
3,204,64,14761,,
5,251,76,17613,,
8,218,37,16384,,
6,230,68,17001,,
4,211,44,15084,,
8,216,60,16918,,
9,203,66,18562,,
5,219,48,15822,,
9,187,46,17405,,
11,222,48,19696,,
9,182,52,17322,,
4,227,47,15532,,
10,237,36,17823,,
1,201,48,13291,,
7,216,42,16851,,
7,232,54,16830,,
5,210,60,16061,,
2,260,47,15608,,
5,205,36,15144,,
7,213,19,15778,,
2,234,51,14721,,
8,192,52,16154,,
6,170,67,15136,,
2,201,56,14231,,
4,232,59,16470,,
0,229,52,13674,,
5,210,31,15251,,
11,231,51,18856,,
7,204,41,16274,,
7,242,48,17241,,
4,204,47,16201,,
5,200,43,15622,,
7,209,41,17575,,
5,228,42,16408,,
9,221,57,18073,,
4,200,72,15370,,
2,235,45,14659,,
11,180,44,18855,,
2,230,42,14695,,
6,213,45,17927,,
5,217,60,16326,,
12,207,44,18552,,
7,226,57,16669,,
6,175,40,15304,,
5,198,45,15242,,
2,178,73,14237,,
3,190,45,14280,,
9,225,39,18809,,
0,234,48,14238,,
4,205,53,15101,,
8,221,57,18237,,
8,247,63,19820,,
9,193,55,16884,,
6,204,45,15880,,
4,240,53,15430,,
2,216,56,14258,,
0,249,68,14849,,
7,198,37,17023,,
12,243,36,19143,,
5,214,63,15620,,
8,229,60,18623,,
5,222,63,16564,,
11,232,44,18421,,
7,215,68,17364,,
8,174,56,16749,,
9,209,41,17987,,
6,220,40,16103,,
10,226,52,18384,,
9,211,40,17465,,
6,204,35,15591,,
3,232,41,15391,,
2,228,52,14953,,
5,247,63,16640,,
3,245,40,15501,,
11,235,50,18891,,
6,232,66,16999,,
11,195,42,18291,,
1,234,57,14588,,
6,208,59,16432,,
5,216,52,16199,,
10,179,48,17342,,
3,257,56,16247,,
8,233,60,17038,,
3,204,56,14607,,
5,208,32,14839,,
3,235,40,15142,,
8,235,67,17836,,
6,231,52,16538,,
15,230,40,20558,,
13,236,32,19813,,
14,200,48,18537,,
5,244,48,17806,,
13,270,43,20853,,
5,243,50,16441,,
4,206,65,15801,,
4,229,40,15871,,
7,206,48,16199,,
5,208,59,15831,,
2,215,48,14467,,
6,228,63,17795,,
5,236,44,15832,,
13,191,49,18170,,
5,238,46,16196,,
2,207,56,14680,,
9,201,43,17029,,
3,228,40,14298,,
1,214,64,14058,,
8,221,56,17385,,
11,235,42,19008,,
8,236,42,18038,,
6,228,63,16454,,
11,214,40,18313,,
6,243,50,17057,,
4,214,36,15046,,
3,199,48,14455,,
11,201,42,18480,,
12,217,40,19153,,
5,226,60,16688,,
6,167,47,15567,,
3,218,64,15429,,
9,194,74,17491,,
9,222,32,17679,,
8,244,52,17397,,
7,90,30,14416,,
7,202,40,16820,,
6,211,47,15659,,
10,223,60,19353,,
11,211,39,17794,,
7,228,48,16443,,
7,242,67,17773,,
6,181,60,14996,,
5,217,73,15803,,
6,211,60,16241,,
11,180,49,17774,,
6,214,52,15823,,
10,224,35,17684,,
8,247,57,17898,,
3,222,52,15562,,
3,196,48,14881,,
5,246,64,16636,,
7,209,36,16396,,
3,218,36,15396,,
11,198,52,18164,,
11,193,42,17774,,
6,244,50,16990,,
6,228,44,16508,,
3,244,66,15533,,
4,191,64,15391,,
2,196,51,15076,,
7,217,41,16119,,
2,194,55,14377,,
3,176,62,13958,,
13,203,56,18834,,
10,208,45,17895,,
6,215,60,16526,,
8,200,45,16075,,
9,215,36,18947,,
3,214,56,15137,,
5,240,28,16157,,
4,229,48,15152,,
8,227,47,17041,,
6,236,49,16742,,
4,246,52,15660,,
6,229,56,16298,,
4,228,63,15860,,
6,239,53,15809,,
13,243,51,19470,,
15,186,71,19660,,
2,175,52,13631,,
8,209,41,16748,,
1,221,67,14434,,
5,235,38,16287,,
4,201,59,15102,,
4,212,56,15492,,
4,198,44,14554,,
4,216,43,15403,,
0,192,48,13024,,
5,242,35,15799,,
7,243,45,17127,,
9,201,53,17208,,
8,183,44,16860,,
9,215,37,18082,,
4,198,20,14813,,
8,254,48,17989,,
6,206,40,15815,,
8,219,60,17991,,
8,200,47,16560,,
4,191,59,15260,,
2,206,18,13544,,
4,239,55,15462,,
3,221,51,15000,,
6,235,62,16399,,
5,184,47,14594,,
13,250,45,21046,,
4,218,56,15382,,
5,222,50,16095,,
3,222,59,14863,,
10,194,43,17668,,
6,223,40,16420,,
7,233,39,17194,,
13,204,36,19529,,
9,233,32,17762,,
5,255,44,16987,,
7,248,32,16985,,
2,236,49,14845,,
11,222,34,18174,,
7,205,55,17120,,
5,199,36,15776,,
5,264,51,17175,,
5,206,40,15656,,
4,216,35,14867,,
7,232,57,17381,,
12,225,72,18821,,
4,173,49,14459,,
6,239,42,16654,,
6,249,71,17438,,
5,272,46,17431,,
6,240,68,17327,,
7,196,56,17637,,
6,199,48,16021,,
7,227,44,16997,,
5,220,60,15530,,
2,234,52,14569,,
7,225,60,17212,,
10,223,49,18494,,
4,230,56,15632,,
5,254,79,17455,,
5,221,40,15716,,
9,210,64,17577,,
7,237,63,17822,,
5,211,51,15381,,
5,201,46,15485,,
6,238,64,16953,,
2,177,46,13229,,
4,249,65,16579,,
5,219,44,15562,,
6,221,56,17192,,
7,268,51,18764,,
4,215,45,15790,,
10,244,64,19380,,
6,215,49,16554,,
3,185,54,14017,,
14,225,43,20136,,
7,223,49,16717,,
5,220,58,15927,,
6,186,30,15729,,
2,222,64,14814,,
6,227,48,16610,,
7,233,63,17588,,
6,208,51,16017,,
2,245,41,14851,,
4,235,43,15420,,
6,192,40,15476,,
1,224,68,14463,,
9,218,40,17653,,
3,218,65,15097,,
6,238,64,16476,,
12,235,61,20136,,
2,216,49,14385,,
6,231,52,16672,,
6,222,61,17286,,
4,249,44,16385,,
9,207,49,16902,,
8,221,56,17127,,
9,233,37,18383,,
6,205,42,15475,,
12,216,40,18950,,
7,214,48,16942,,
3,232,52,15423,,
10,208,52,18296,,
6,162,44,15166,,
5,230,57,16230,,
14,222,68,20005,,
2,211,40,14485,,
2,221,66,15313,,
9,197,52,17147,,
5,217,60,16078,,
4,193,52,14511,,
4,218,54,15224,,
7,179,32,15989,,
7,251,51,17558,,
5,212,41,15215,,
4,209,38,14887,,
2,204,48,14100,,
7,199,62,17097,,
2,238,29,14082,,
6,226,56,17500,,
11,208,64,17970,,
4,205,60,15198,,
5,263,61,17194,,
3,206,48,14951,,
7,222,55,16966,,
3,202,52,14513,,
10,195,44,18446,,
8,213,55,17100,,
13,210,51,20611,,
8,250,55,18672,,
1,256,44,14988,,
6,222,60,17250,,
11,242,39,20145,,
7,207,55,17325,,
10,267,52,19336,,
1,200,48,13701,,
6,214,45,15765,,
4,183,72,14841,,
4,232,36,15597,,
1,228,53,13828,,
6,209,46,16275,,
5,252,48,16763,,
16,218,55,21089,,
4,201,68,15155,,
8,193,59,17226,,
7,237,52,17634,,
9,224,50,17562,,
5,214,63,16161,,
13,251,49,20853,,
1,264,61,15743,,
3,209,68,15204,,
3,212,56,15013,,
11,260,55,20176,,
6,224,47,15856,,
9,220,47,17097,,
6,217,57,16595,,
3,172,47,13952,,
11,228,60,18413,,
5,236,53,16113,,
2,258,60,15508,,
12,222,32,18345,,
12,224,56,18882,,
3,226,42,14734,,
4,211,43,15337,,
2,257,64,15280,,
7,196,51,16861,,
5,185,64,16321,,
5,220,43,15885,,
5,206,64,16007,,
6,191,52,16171,,
8,176,45,15726,,
7,215,52,16851,,
5,156,36,14448,,
3,221,46,15045,,
8,203,51,17267,,
8,194,40,17706,,
5,221,35,15576,,
6,227,59,17084,,
6,196,27,15614,,
10,236,57,19602,,
2,247,64,15409,,
4,171,33,14298,,
7,245,52,18507,,
5,263,32,16179,,
7,238,40,17018,,
3,220,52,15306,,
4,196,55,15079,,
9,192,52,17622,,
9,203,51,17341,,
6,201,38,15868,,
9,204,46,17170,,
6,189,46,15716,,
3,198,60,15036,,
8,201,40,16608,,
6,196,64,16116,,
13,264,60,21386,,
7,218,42,16441,,
6,198,47,15446,,
5,224,32,15799,,
9,214,43,17909,,
4,175,48,15309,,
13,215,63,19077,,
7,171,44,15321,,
3,211,39,14522,,
8,208,64,17996,,
6,201,60,16447,,
0,198,48,13068,,
9,217,48,17757,,
9,226,44,17459,,
3,206,40,14068,,
3,202,39,13960,,
10,206,29,18255,,
7,207,60,17134,,
10,211,41,17487,,
6,192,45,16335,,
5,239,43,16405,,
3,186,40,14145,,
5,233,42,16419,,
3,198,34,14482,,
5,203,62,15967,,
5,209,49,16093,,
16,215,50,20827,,
4,222,48,14697,,
10,198,44,17702,,
2,246,41,14730,,
6,238,40,16876,,
5,187,56,16203,,
7,219,44,17214,,
1,206,64,14019,,
8,201,32,16163,,
5,225,52,15745,,
13,210,45,18933,,
4,266,60,16452,,
6,225,44,16527,,
7,222,43,16977,,
1,219,33,13874,,
10,210,41,17272,,
4,223,56,15125,,
2,207,67,14691,,
6,240,58,16961,,
3,215,59,16688,,
4,237,57,17143,,
7,243,39,18097,,
11,237,42,19276,,
7,210,41,17114,,
8,163,49,16602,,
5,194,44,14975,,
6,206,36,15843,,
6,203,58,15777,,
10,221,45,17142,,
7,217,59,18027,,
4,238,44,16003,,
11,220,56,19116,,
11,192,64,18078,,
8,243,57,18011,,
6,196,44,15336,,
6,226,64,17273,,
9,203,43,17875,,
9,198,31,17215,,
6,204,46,15579,,
6,230,36,16479,,
2,209,48,13918,,
9,218,48,17615,,
3,251,60,15848,,
6,228,33,15941,,
2,198,68,14448,,
3,230,60,15719,,
8,199,50,17139,,
4,224,56,15977,,
2,246,42,14938,,
9,199,47,17187,,
8,202,44,17558,,
6,268,44,17945,,
5,203,29,15151,,
4,208,47,14983,,
6,229,40,16527,,
8,204,56,16359,,
8,239,44,19038,,
5,232,37,15976,,
1,224,47,13512,,
5,173,37,14923,,
6,225,24,16124,,
1,213,51,14058,,
3,201,43,14422,,
5,242,62,16539,,
5,203,44,15794,,
8,228,37,16867,,
9,205,40,17197,,
5,204,44,15881,,
11,228,40,19373,,
6,230,23,16548,,
3,200,44,14126,,
7,202,44,16518,,
5,215,51,15897,,
13,250,51,22845,,
1,232,61,14445,,
6,231,60,17293,,
8,210,52,17239,,
8,233,62,18339,,
6,249,44,16541,,
14,201,52,20488,,
5,189,53,15072,,
4,218,66,15433,,
4,213,47,15766,,
10,187,52,18459,,
7,209,48,16467,,
11,208,46,18384,,
11,232,48,18479,,
3,199,64,14812,,
2,212,60,14702,,
3,246,54,15715,,
8,227,56,16736,,
10,184,48,17344,,
11,190,45,18625,,
2,185,51,13825,,
3,198,58,14604,,
5,241,36,15770,,
8,214,48,16566,,
7,228,36,17129,,
4,254,59,16176,,
15,206,35,21056,,
12,230,62,20471,,
8,245,47,18823,,
7,255,48,17204,,
12,184,28,17628,,
7,180,51,16562,,
6,213,47,16543,,
9,213,49,19292,,
5,211,36,15590,,
5,250,45,15885,,
6,233,36,15936,,
3,205,48,15040,,
6,198,49,15927,,
0,230,64,14231,,
3,218,60,14998,,
11,232,40,18315,,
8,199,39,16977,,
3,228,57,14857,,
5,183,46,14819,,
3,236,60,15570,,
3,208,44,14231,,
13,215,44,19558,,
10,217,44,18531,,
5,179,55,15211,,
1,198,60,13683,,
6,232,64,16887,,
4,228,50,16317,,
12,210,48,19000,,
6,222,52,16421,,
4,236,72,16341,,
13,244,36,18901,,
2,193,52,13860,,
4,225,56,15317,,
11,231,46,20111,,
11,229,53,18631,,
2,236,47,14766,,
6,222,56,15967,,
7,236,72,18117,,
7,207,48,16379,,
6,226,47,16530,,
3,243,57,15451,,
8,203,64,17553,,
9,240,48,18721,,
7,216,60,16611,,
4,196,60,15059,,
3,198,58,14715,,
8,233,40,16753,,
6,210,44,15676,,
9,195,73,17616,,
6,220,55,16727,,
12,228,68,19626,,
6,207,52,16763,,
4,206,52,15686,,
3,217,43,14502,,
3,220,42,15130,,
7,200,48,16718,,
8,200,48,16929,,
6,168,67,16407,,
11,219,47,19165,,
3,189,47,15698,,
6,184,40,15398,,
6,186,67,17201,,
4,199,55,15964,,
2,172,32,13121,,
3,245,44,15701,,
10,199,44,17917,,
11,207,57,18288,,
12,195,50,18857,,
10,214,39,17374,,
6,227,56,17620,,
8,204,49,17238,,
4,207,52,15709,,
8,202,52,17693,,
5,233,52,16343,,
7,225,41,17033,,
6,229,43,15956,,
3,215,61,14780,,
5,222,68,16709,,
13,181,44,18748,,
4,204,72,15598,,
5,202,53,15108,,
1,209,52,13679,,
7,237,49,17453,,
3,191,56,15120,,
9,200,48,17491,,
7,225,45,16798,,
1,247,64,14379,,
5,223,51,15953,,
7,216,43,17303,,
4,233,58,16114,,
15,245,32,21314,,
5,224,53,15660,,
9,216,33,17169,,
6,186,44,15649,,
7,204,53,17088,,
7,239,68,18042,,
5,191,35,15424,,
3,230,55,15459,,
14,217,45,19588,,
8,200,57,16951,,
4,214,56,15533,,
7,231,59,17653,,
4,224,44,14811,,
3,177,50,14538,,
12,226,47,20188,,
5,216,60,16021,,
6,207,42,16112,,
6,237,56,15967,,
1,173,55,13126,,
6,248,52,17501,,
